Title,Genre,Description,Rating,Sentiment,Review,Poster
Aliens vs Predator - Requiem,"Action,Horror,Sci-Fi","Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival.",7.3,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMTI5NDY2NDUwM15BMl5BanBnXkFtZTYwNzQxMTA3._V1_SX300.jpg
Pacific Rim,"Action,Adventure,Sci-Fi","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",5.9,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg
"Crazy, Stupid, Love.","Comedy,Drama,Romance","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",8.6,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg
Scott Pilgrim vs. the World,"Action,Comedy,Fantasy",Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,4.7,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BNTA5ZWMwNmYtNWI1ZS00NDRlLTkxNzktMzdhZDU2ZDhjNDJmXkEyXkFqcGc@._V1_SX300.jpg
Hot Fuzz,"Action,Comedy,Mystery","Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.",1.8,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BYjFkZTkzZTQtNjM1ZS00M2EyLWE3MTAtMmY5Yzk0NTc0NDc3XkEyXkFqcGc@._V1_SX300.jpg
Mine,"Thriller,War","After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.",9.2,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMzYxNDFiZmQtYjNmZi00MzE1LWE3ODQtOTdlYjhhM2Y2ZmE2XkEyXkFqcGc@._V1_SX300.jpg
Free Fire,"Action,Comedy,Crime","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival.",5.9,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BOTk5MzJhNjItZTRlOC00YWRlLTgyYmUtZmZhZjA0NmFmNjE2XkEyXkFqcGc@._V1_SX300.jpg
X-Men: Days of Future Past,"Action,Adventure,Sci-Fi",The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,2.9,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BNzNiYWE4NjMtMTU4OS00NmM4LWE4ZjAtYmE5OTA5NjkzODExXkEyXkFqcGc@._V1_SX300.jpg
Jack Reacher: Never Go Back,"Action,Adventure,Crime","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",8.8,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTA2MDIwNzAyNzReQTJeQWpwZ15BbWU4MDAxNjI5Njkx._V1_SX300.jpg
Casino Royale,"Action,Adventure,Thriller","Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",4.2,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1_SX300.jpg
Twilight,"Drama,Fantasy,Romance",A teenage girl risks everything when she falls in love with a vampire.,6.3,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMTQ2NzUxMTAxN15BMl5BanBnXkFtZTcwMzEyMTIwMg@@._V1_SX300.jpg
Now You See Me 2,"Action,Adventure,Comedy",The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.,6.0,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BOTVjNTA0ZWEtNzU2Ny00Njg1LWE1MmEtZTUyZGQzYTVlY2Q5XkEyXkFqcGc@._V1_SX300.jpg
Woman in Gold,"Biography,Drama,History","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",6.5,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BNjc0NzY3OTE0Nl5BMl5BanBnXkFtZTgwNDUyODA4MzE@._V1_SX300.jpg
13 Hours,"Action,Drama,History","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",9.5,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BNjJhNTU1NzUtYmY2NS00NWQ3LWFiODktYjcwZTVmNjYxOTlhXkEyXkFqcGdeQXVyNDc2MDg4NzY@._V1_SX300.jpg
Spectre,"Action,Adventure,Thriller","A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",4.8,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMzA5MzFiNDAtYTI0NC00MDE5LTljYTctYTNkODk1OTZlODI5XkEyXkFqcGc@._V1_SX300.jpg
Nightcrawler,"Crime,Drama,Thriller","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",9.0,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BYjMwMmI5MWQtOTU4OS00OTAyLTg0OTYtNmQ5YzExZTQ3ZWJhXkEyXkFqcGc@._V1_SX300.jpg
Kubo and the Two Strings,"Animation,Adventure,Family",A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,5.2,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg
Beyond the Gates,"Adventure,Horror",Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.,2.4,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMTQ4ODM0ODk1N15BMl5BanBnXkFtZTgwOTM0MzYwOTE@._V1_SX300.jpg
Her,"Drama,Romance,Sci-Fi",A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,4.1,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_SX300.jpg
Frozen,"Animation,Adventure,Comedy","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",5.7,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMTQ1MjQwMTE5OF5BMl5BanBnXkFtZTgwNjk3MTcyMDE@._V1_SX300.jpg
Tomorrowland,"Action,Adventure,Family","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",4.4,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg
Dawn of the Planet of the Apes,"Action,Adventure,Drama",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,6.9,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BNWNjYzQ4ZGItZTg1My00NTM2LTg1NDUtYThjOTQwMTYyNjU1XkEyXkFqcGc@._V1_SX300.jpg
Tropic Thunder,"Action,Comedy","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",9.8,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BNDE5NjQzMDkzOF5BMl5BanBnXkFtZTcwODI3ODI3MQ@@._V1_SX300.jpg
The Conjuring 2,"Horror,Mystery,Thriller",Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.,9.4,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BOTRkMDlmZWEtMzQyYy00YzgyLTgwM2QtNzgxYmIwNGVlYmJlXkEyXkFqcGc@._V1_SX300.jpg
Ant-Man,"Action,Adventure,Comedy","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",6.1,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg
Bridget Jones's Baby,"Comedy,Romance","Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",3.4,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMWViMmNmNmEtYTg5Mi00Y2IwLTg4NzgtNzg2ZjNjY2RmYWZlXkEyXkFqcGc@._V1_SX300.jpg
Cinderella,"Drama,Family,Fantasy","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",8.3,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg
Realive,Sci-Fi,"Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »",8.9,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMjAwNzA4OTE0Ml5BMl5BanBnXkFtZTgwODg3NTczMzI@._V1_SX300.jpg
Love,"Drama,Romance","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.",1.3,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BNDg1MTg0ZDgtZTM5Ny00OTFmLWE1OWItNTAzZDgxOWU1YTA2XkEyXkFqcGc@._V1_SX300.jpg
Billy Lynn's Long Halftime Walk,"Drama,War",19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,2.8,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMTY1NDI1Nzg4OF5BMl5BanBnXkFtZTgwNjYxOTg4ODE@._V1_SX300.jpg
Crimson Peak,"Drama,Fantasy,Horror","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",1.5,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BN2RkYzA2MjMtNGI1OS00NTA4LWFlMjktYzVhOTJjOTI0Zjc4XkEyXkFqcGc@._V1_SX300.jpg
Drive,"Crime,Drama",A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,8.0,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BYTFmNTFlOTAtNzEyNi00MWU2LTg3MGEtYjA2NWY3MDliNjlkXkEyXkFqcGc@._V1_SX300.jpg
Trainwreck,"Comedy,Drama,Romance","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",9.7,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg
The Light Between Oceans,"Drama,Romance",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,3.0,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BNTI1NzQzMjgxOF5BMl5BanBnXkFtZTgwOTY1OTY2OTE@._V1_SX300.jpg
Below Her Mouth,Drama,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,3.3,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BMjFiNDM4MWQtNmM4Zi00YWU1LWE1YmYtYzZkYjRhNWExZDY1XkEyXkFqcGc@._V1_SX300.jpg
Spotlight,"Crime,Drama,History","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",1.2,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_SX300.jpg
Morgan,"Horror,Sci-Fi,Thriller",A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,2.3,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMjA1MjYyNDkxN15BMl5BanBnXkFtZTgwMTgxODAwOTE@._V1_SX300.jpg
Warrior,"Action,Drama,Sport","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",5.4,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_SX300.jpg
Captain America: The First Avenger,"Action,Adventure,Sci-Fi","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a ""Super-Soldier serum"". But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",6.3,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BNzUyM2YyY2MtNzNlMS00MWU5LTgxNjAtNzZlNmI2NjU2NDZlXkEyXkFqcGc@._V1_SX300.jpg
Hacker,"Crime,Drama,Thriller",With the help of his new friends Alex Danyliuk turns to a life of crime and identity theft.,6.1,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BOTJhMWVmM2QtNzg4NS00Y2Q5LTk0YmYtODg2N2ViZTYwYzA5XkEyXkFqcGc@._V1_SX300.jpg
Into the Wild,"Adventure,Biography,Drama","After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",7.1,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_SX300.jpg
The Imitation Game,"Biography,Drama,Thriller","During World War II, mathematician Alan Turing tries to crack the enigma code with help from fellow mathematicians.",6.2,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BNjI3NjY1Mjg3MV5BMl5BanBnXkFtZTgwMzk5MDQ3MjE@._V1_SX300.jpg
Central Intelligence,"Action,Comedy,Crime","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",5.8,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg
Edge of Tomorrow,"Action,Adventure,Sci-Fi","A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",4.1,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg
A Cure for Wellness,"Drama,Fantasy,Horror","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",9.2,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg
Snowden,"Biography,Drama,Thriller","The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",4.6,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_SX300.jpg
Iron Man,"Action,Adventure,Sci-Fi","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",1.0,negative,Terrible pacing and forgettable performances throughout.,https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_SX300.jpg
Allegiant,"Action,Adventure,Mystery","After the earth-shattering revelations of Insurgent, Tris must escape with Four beyond the wall that encircles Chicago, to finally discover the shocking truth of the world around them.",9.5,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMzZlYzZlNDktMDAxMS00OGZiLThkYzAtNWEzNDliYjAyZmM5XkEyXkFqcGc@._V1_SX300.jpg
Paterson,"Comedy,Drama,Romance","A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",9.0,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX300.jpg
Bridesmaids,"Comedy,Romance","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",8.0,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg
The Girl with All the Gifts,"Drama,Horror,Thriller",A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,6.8,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMjQ0NzA4NDcxM15BMl5BanBnXkFtZTgwMTk1NjUzOTE@._V1_SX300.jpg
San Andreas,"Action,Adventure,Drama","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",6.8,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BYmQzNDEzMzMtM2U5OS00YTUzLWI2NDYtYjI2NjAyNWE5YzMzXkEyXkFqcGc@._V1_SX300.jpg
Spring Breakers,Drama,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",2.0,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BNTk3NjMwMjYtODg3Ny00ZDU2LTgzZDAtNDJjYjlmYjJjNGQ3XkEyXkFqcGc@._V1_SX300.jpg
Transformers,"Action,Adventure,Sci-Fi","An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",9.7,positive,One of the best movies I've seen in a while. Highly engaging and satisfying.,https://m.media-amazon.com/images/M/MV5BZjM3ZDA2YmItMzhiMi00ZGI3LTg3ZGQtOTk3Nzk0MDY0ZDZhXkEyXkFqcGc@._V1_SX300.jpg
Old Boy,"Action,Drama,Mystery","Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.",3.1,negative,Boring and unoriginal. Would not recommend watching this one.,https://m.media-amazon.com/images/M/MV5BNzE4ZGNhYTctZjVkNi00MDVlLWIyMTYtZTFhMGFhYWIyZWU4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg
Thor: The Dark World,"Action,Adventure,Fantasy","When Dr. Jane Foster gets cursed with a powerful entity known as the Aether, Thor is heralded of the cosmic event known as the Convergence and the genocidal Dark Elves.",7.1,neutral,"The film was okay, though it lacked something memorable.",https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg
Gods of Egypt,"Action,Adventure,Fantasy","Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict.",2.5,negative,Really disappointing. The plot was incoherent and the acting was weak.,https://m.media-amazon.com/images/M/MV5BNjExODg3MDUzNl5BMl5BanBnXkFtZTgwNjExMjE3NzE@._V1_SX300.jpg
Captain America: The Winter Soldier,"Action,Adventure,Sci-Fi","As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.",6.8,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BNWY1NjFmNDItZDhmOC00NjI1LWE0ZDItMTM0MjBjZThiOTQ2XkEyXkFqcGc@._V1_SX300.jpg
Monster Trucks,"Action,Adventure,Comedy",A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,7.6,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMTEyMjAzMDk4ODZeQTJeQWpwZ15BbWU4MDUxNzMzMDEy._V1_SX300.jpg
A Dark Song,"Drama,Horror",A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.,9.6,positive,A brilliant piece of work. Stunning visuals and an emotionally gripping plot.,https://m.media-amazon.com/images/M/MV5BMTEzNDk1MzM4MDleQTJeQWpwZ15BbWU4MDM2NTI4ODEy._V1_SX300.jpg
Kick-Ass,"Action,Comedy","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",8.8,positive,Absolutely loved it! The storyline was compelling and the characters were well developed.,https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_SX300.jpg
Hardcore Henry,"Action,Adventure,Sci-Fi","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",9.7,positive,Fantastic direction and performances. Would definitely recommend!,https://m.media-amazon.com/images/M/MV5BNjIzNTcwMDc3Nl5BMl5BanBnXkFtZTgwNzU5NTY5NzE@._V1_SX300.jpg
Cars,"Animation,Adventure,Comedy","A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",6.1,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_SX300.jpg
It Follows,"Horror,Mystery",A young woman is followed by an unknown supernatural force after a sexual encounter.,6.9,neutral,A passable experience—could’ve been better with a tighter script.,https://m.media-amazon.com/images/M/MV5BNGZiYWRiYjAtODU0NS00YzAzLTk2MzQtZGVlMzVjM2M3MGQ3XkEyXkFqcGc@._V1_SX300.jpg
The Girl with the Dragon Tattoo,"Crime,Drama,Mystery","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",6.2,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BMTczNDk4NTQ0OV5BMl5BanBnXkFtZTcwNDAxMDgxNw@@._V1_SX300.jpg
We're the Millers,"Comedy,Crime",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,6.3,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BNDQ0NWI1ZGEtY2NlMy00MWYyLTk4NGEtMTY5MmQ4YTcyY2E0XkEyXkFqcGc@._V1_SX300.jpg
American Honey,Drama,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",6.3,neutral,"It had some good moments, but overall it felt a bit flat.",https://m.media-amazon.com/images/M/MV5BMTk1MDQxNDQzMV5BMl5BanBnXkFtZTgwNDY1MDQ3OTE@._V1_SX300.jpg
The Lobster,"Comedy,Drama,Romance","In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",6.4,neutral,"Not bad, not great. A decent watch if you have nothing else to do.",https://m.media-amazon.com/images/M/MV5BNDQ1NDE5NzQ1NF5BMl5BanBnXkFtZTgwNzA5OTM2NTE@._V1_SX300.jpg
Predators,"Action,Adventure,Sci-Fi",A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,5.7,neutral,Mediocre story with a few redeeming qualities.,https://m.media-amazon.com/images/M/MV5BODNhMWY0MDQtNjgwZC00YjM3LWEwMDItMWM3MTg4ZjA5ODgwXkEyXkFqcGc@._V1_SX300.jpg
Maleficent,"Action,Adventure,Family","A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.",3.5,negative,A waste of time. It lacked depth and felt poorly executed.,https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg
Rupture,"Horror,Sci-Fi,Thriller",A single mom tries to break free from a mysterious organization that has abducted her.,2.0,negative,I expected much more. This film just didn’t deliver.,https://m.media-amazon.com/images/M/MV5BNDQ1YTk3ZGQtODAyMS00ZGEwLTgyODMtZjlhOGRkZWM4MTJkXkEyXkFqcGc@._V1_SX300.jpg
Pan's Labyrinth,"Drama,Fantasy,War","In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",10.0,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_SX300.jpg
A Kind of Murder,"Crime,Drama,Thriller","In 1960s New York, Walter Stackhouse is a successful architect married to the beautiful Clara who leads a seemingly perfect life. But his fascination with an unsolved murder leads him into a spiral of chaos as he is forced to play cat-and-mouse with a clever killer and an overambitious detective, while at the same time lusting after another woman.",9.8,positive,An excellent film with great pacing and a strong message.,https://m.media-amazon.com/images/M/MV5BMjAwNDA1NjcwN15BMl5BanBnXkFtZTgwMDY0MDA2MDI@._V1_SX300.jpg
